product_id,cnt,min_price,max_price,product_category_name_english,title,image_url,ebay_item_id
00de7f393d962717eeeb2d7131a40dba,18,97.9,129.9,telephony,Rare 1933 Greater St. Louis Telephone Directory Southwestern Bell Phone Book,https://i.ebayimg.com/images/g/iN4AAOSwcyhmuKnL/s-l225.jpg,v1|296625454823|0
70906e04da1eebf3d1b8791bd09ffe85,17,64.9,79.89,computers_accessories,Suunto Urban 2 Leather Strap Black M; Dive Computers - Accessories (SS050231000),https://i.ebayimg.com/images/g/LBkAAOSwhVJmNDaT/s-l225.jpg,v1|375408558860|0
962a6951154f98f2c8e9a5b8b2bcf4a9,46,75.0,79.9,furniture_decor,White/Grey Radiator Cover Shelf Cabinet Grill MDF Wooden Modern Furniture Decor,https://i.ebayimg.com/images/g/V04AAOSwuxRmlvN6/s-l225.jpg,v1|387276849067|654522883314
7b85e3deef35afd6ebed5461ee8f0641,34,30.21,39.9,computers_accessories,Cooling Fan Dual Ball Bearings Ac Plug 110Volts Computers&Accessories Power Cor,https://i.ebayimg.com/images/g/M3oAAOSwhpNmnmQw/s-l225.jpg,v1|196516549242|0
fc13bac52be6640d9a77f54894e2c0e6,16,28.8,29.99,health_beauty,"Multi Collagen Peptides Powder, Unflavored, 20 oz (567 g) Exp 2/27 NEW SEALED",https://i.ebayimg.com/images/g/ZSkAAOSwt2Bmu~sa/s-l225.jpg,v1|315662854721|0
d48bacc1dcd9c86bf1ed4ed2a303336c,21,38.9,49.0,toys,Power Ball 2.0 Cat Toy- Dog Cat Training Toys Playing Ball Pet Toy Ball Gift,https://i.ebayimg.com/images/g/RhsAAOSwdoxmjQje/s-l225.jpg,v1|186551010282|694593202408
d696750e550fd0f733979dd7e5dff921,57,167.99,179.85,housewares,Bethany Housewares 760 Lefse Starter Kit - Aluminum,https://i.ebayimg.com/images/g/yl0AAOSweStmaKSp/s-l225.jpg,v1|116215875331|0
ead3077a141a9c800d6a4bb9d0d415b6,21,21.99,24.99,bed_bath_table,No title,No image URL,No itemId
a8fe47ad6f852f93cc92c7b408687de3,34,62.9,72.9,sports_leisure,Vinyl Decal Wall Sticker Billiards Hobbies Sports Leisure Pool Room Decor z4804,https://i.ebayimg.com/images/g/CnYAAOSwvflZP49y/s-l225.jpg,v1|182618847350|485180844596
173e9fe34bfe97f3a5e6dc57fe897b74,43,57.49,57.89,books_technical,No title,No image URL,No itemId
cc5447118c174dcc6456c84ccb29e6f7,27,109.9,135.0,perfumery,The Crown Perfumery Crown Ess Bouquet Parfum Spray 3.4 oz/ 100ml New,https://i.ebayimg.com/images/g/K~oAAOSwOAxkaBq2/s-l225.jpg,v1|166109871602|0
601a360bd2a916ecef0e88de72a6531a,118,107.99,129.99,cool_stuff,No title,No image URL,No itemId
eba7488e1c67729f045ab43fac426f2e,27,198.0,249.9,perfumery,"A COMPREHENSIVE TREATISE on PERFUMERY, 1877, R.S.Cristiani, Illustrated",https://i.ebayimg.com/images/g/e34AAOSw0URl~geu/s-l225.jpg,v1|156134348196|0
f9be8e0e5acd947d8f49dbc390b9ab20,17,143.0,153.0,bed_bath_table,No title,No image URL,No itemId
3f1a741cf5591384428c1cbb0ef07ec0,20,14.9,14.9,health_beauty,"Glutathione Niacinamide, Facial Cream, 1.86 fl oz (55 ml)",https://i.ebayimg.com/images/g/~aEAAOSwI4NmnqHr/s-l225.jpg,v1|135158692514|0
52e9413ed0d3e64b796aac2bc2291d50,19,149.9,179.9,sports_leisure,No title,No image URL,No itemId
154e7e31ebfa092203795c972e5804a6,292,19.99,23.99,health_beauty,"Shampoo, Scalp Treatment, Tea Tree, 32 fl oz (946 ml)",https://i.ebayimg.com/images/g/KLoAAOSwUtJiTIwG/s-l225.jpg,v1|134843066860|0
f1d4ce8c6dd66c47bbaa8c6781c2a923,16,169.9,219.99,baby,No title,No image URL,No itemId
719d571299707561c34ba04ab867b32a,32,49.0,77.0,health_beauty,La Mer The Concentrate  1.7oz/50ml  New In Box,https://i.ebayimg.com/images/g/A~0AAOSwCZhmP~tz/s-l225.jpg,v1|256508856548|0
f83c9874b5b5044ea58fef1be68c1ea8,20,132.7,139.4,cool_stuff,No title,No image URL,No itemId
19c91ef95d509ea33eda93495c4d3481,155,110.99,122.99,health_beauty,No title,No image URL,No itemId
086351823300e0339f6955b27998c186,32,106.0,149.9,bed_bath_table,No title,No image URL,No itemId
83d199d296c44101c8c3b5c9c0cce9ea,17,69.99,89.99,toys,Stray Kids Fan Connecting 2024 Soft Toy Plush,https://i.ebayimg.com/images/g/3pkAAOSwCBRmrv8a/s-l225.jpg,v1|395574115460|664320486232
5e53af05c040b01584b81b3549945faf,17,29.9,31.9,costruction_tools_tools,No title,No image URL,No itemId
08c816d9a716567bf436173ef6f5f12e,16,19.89,19.89,electronics,No title,No image URL,No itemId
a04087ab6a96ffa041f8a2701a72b616,24,599.0,790.0,computers,No title,No image URL,No itemId
dd4c3b4ab7e001aaf385ea2e68952030,23,29.9,32.4,baby,Gentle & Effective Spit Up Prevention Cushion Ergonomic Support Pillow for Baby,https://i.ebayimg.com/images/g/sKMAAOSwOSBmOQ7k/s-l225.jpg,v1|176366641073|0
6803077179d24889430188e03fafd31a,40,16.9,19.9,electronics,No title,No image URL,No itemId
7f4e034245e45549110139d1de248f83,34,48.9,48.9,baby,No title,No image URL,No itemId
88dd63919fc9ab693803578a04a20209,50,34.99,39.99,computers_accessories,"Open Box Oceanic Strap Set for Dive Computers - Accessories, Geo 4.0 Black/Black",https://i.ebayimg.com/images/g/xeYAAOSwy1Bizdci/s-l225.jpg,v1|255627006909|0
1491a8ff192d4b5c369b0eaa2fe33ee5,25,179.99,225.0,bed_bath_table,No title,No image URL,No itemId
1e618d311a1b7f88a9d96ec50aa85582,21,129.0,139.0,housewares,No title,No image URL,No itemId
e672fbe634ad07cce9d85f412becb2c0,19,129.99,129.99,cool_stuff,No title,No image URL,No itemId
e84997d75938765ef99930f908ceedf4,24,119.0,127.9,stationery,PETER MAX set of 16 envelopes and letter stationary Beatles pop art new unused,https://i.ebayimg.com/images/g/bU8AAOSwSSxjJ7Rl/s-l225.jpg,v1|275466594358|0
158102fe543dbaeb84d87811bfe06d0d,17,13.9,19.9,furniture_decor,"Large Double Tassel Furniture Decor Sage Green w/Wood Bead 12""",https://i.ebayimg.com/images/g/D1MAAOSwzoZjZrYE/s-l225.jpg,v1|314218368736|0
ec96b7b4e1401281edb9465d0d689cae,17,34.99,39.99,food_drink,BRAND NEW Stanley The Quencher H2.0 40 oz FlowState Tumbler- Shale FREE SHIPPING,https://i.ebayimg.com/images/g/CnAAAOSw45Bms5MA/s-l225.jpg,v1|276563878392|0
8d1cfc0463b545928bfb4e589e017bd4,24,62.8,62.9,market_place,No title,No image URL,No itemId
78efe838c04bbc568be034082200ac20,101,69.9,99.9,furniture_decor,Modern LED High Gloss S-shaped Coffee Table Sofa Side End Table Furniture Decor,https://i.ebayimg.com/images/g/R9oAAOSwF4dhiN-k/s-l225.jpg,v1|315479920164|0
6d7a4492be45dfb8e38e762efe6614a4,17,27.99,27.99,telephony,No title,No image URL,No itemId
16ed6a6e3fce23b741650437fe58d65b,33,81.18,109.18,housewares,Aroma Housewares 60-Cup Cooked Commercial Rice Cooker - White (ARC-1033E),https://i.ebayimg.com/images/g/VU4AAOSw2GJmtvAd/s-l225.jpg,v1|145942361242|0
55782cb82e0efe052da0a3da237da3b2,29,166.9,199.9,auto,BOBBY WITT JR. 2020 1ST BOWMAN CHROME RC ROYALS AUTO 10 BECKETT 210510,https://i.ebayimg.com/images/g/jWcAAOSwhlVmq7UQ/s-l225.jpg,v1|235677964234|0
e6fd80a00ebb1a3e0d58a38555fbbf2c,16,20.0,24.99,computers_accessories,Cooling Fan Dual Ball Bearings Ac Plug 110Volts Computers&Accessories Power Cor,https://i.ebayimg.com/images/g/NJIAAOSwMeZkJWGt/s-l225.jpg,v1|385513354829|0
077599a82ee54960bc4f4c941b0d1359,16,118.44,125.02,health_beauty,No title,No image URL,No itemId
eb7172d8a3c64298d2d767f6603c231e,19,44.95,49.99,toys,"Movie Maniacs Rocky  Clubber Lang (Mr. T) (Rocky 3) Platinum 6"" Figure Mcfarlane",https://i.ebayimg.com/images/g/aS4AAOSwlLJmr6kJ/s-l225.jpg,v1|365048855250|0
a695ab8413ea83619cde9b18292d6aa1,23,20.99,59.49,furniture_decor,Antique Indian Hand Carved Furniture/Decor ,https://i.ebayimg.com/images/g/wcEAAOSwRqxmgH1R/s-l225.jpg,v1|364979209585|0
97017430754804328eb9597b7f85da03,68,27.99,29.99,telephony,Southern California Telephone Co Badge,https://i.ebayimg.com/images/g/a88AAOSwOz9mu5Y3/s-l225.jpg,v1|166917623009|0
7b5d8be0e04080e4c8ee6a7ec2f1f597,21,32.99,38.4,furniture_decor,3-Tier End Table Sofa Side End Storage Shelf Living Room Bedroom Furniture Decor,https://i.ebayimg.com/images/g/FAcAAOSwmgVjtUHQ/s-l225.jpg,v1|165867663855|0
9d8a0e115e802d845b4ce1eb794d1260,40,120.0,120.0,sports_leisure,PANDANI short sleeve jersey M size beautiful goods  from Japan Sports Leisure,https://i.ebayimg.com/images/g/0QEAAOSwDgljS0Fz/s-l225.jpg,v1|224442724240|0
6dde44b4172999f35f08654d06bad633,25,194.99,249.89,office_furniture,Reception Desk with Drawers and Storage Shelves - Modern Office Furniture,https://i.ebayimg.com/images/g/tGQAAOSwTJhmtzV~/s-l225.jpg,v1|355942661796|0
87cb507e0daa37bbf34956fd59eba832,22,29.0,29.0,watches_gifts,No title,No image URL,No itemId
fe75529a267b76ac6e96f0c322a899a4,24,82.9,129.9,health_beauty,No title,No image URL,No itemId
e7d26dd6742baca292020c158e6720c3,24,54.9,58.9,luggage_accessories,No title,No image URL,No itemId
f422d0d9f8b5f7c27289382b14b61248,21,66.99,69.99,toys,No title,No image URL,No itemId
93c902b021a9e594f658ab1b0351602a,71,88.9,103.9,electronics,Microsoft Xbox One S 500GB Console & Cords ONLY,https://i.ebayimg.com/images/g/s6sAAOSwsTNmunNF/s-l225.jpg,v1|256602559161|0
07c055536ebf10dfbb6c6db6dbfc36e5,30,45.9,45.9,furniture_decor,No title,No image URL,No itemId
5ed9eaf534f6936b51d0b6c5e4d5c2e9,21,22.0,26.88,cool_stuff,VINTAGE  NOVELTY GAG GIFT COOL STUFF I HAVE P.M.S. AND A GUN EXCUSE ME CARD,https://i.ebayimg.com/images/g/gtgAAOSwZQRYc7fR/s-l225.jpg,v1|405153133806|0
5c2bb11cf2149bd4d9fffcc1246458c3,20,88.9,99.9,stationery,No title,No image URL,No itemId
656e0eca68dcecf6a31b8ececfabe3e8,141,65.0,109.9,computers_accessories,Suunto Urban 2 Leather Strap Size M; Dive Computers - Accessories,https://i.ebayimg.com/images/g/xHIAAOSwRPFmNIQT/s-l225.jpg,v1|375408892365|0
2a5806f10d0f00e5ad032dd2e3c8806e,54,159.99,186.99,office_furniture,"36""Wx14""Dx64""H Bookcase in Espresso Laminate Finish by Lacasse Office Furniture",https://i.ebayimg.com/images/g/dZcAAOSwPBlmL~EC/s-l225.jpg,v1|285836532238|0
2028bf1b01cafb2d2b1901fca4083222,141,49.99,56.99,perfumery,Ava Luxe Perfumery Rasa Eau De Parfum Spray 1oz 30ml READ DESCRIPTION,https://i.ebayimg.com/images/g/XHMAAOSwWzVmCI12/s-l225.jpg,v1|176406926180|0
e7d5464b94c9a5963f7c686fc80145ad,20,122.9,149.0,watches_gifts,No title,No image URL,No itemId
3225c54bb2785c33f49f50398fcdb88c,36,225.0,379.99,watches_gifts,No title,No image URL,No itemId
3713f19c71c4be21ced80738e2fa49bc,18,79.99,101.99,office_furniture,New Study Desk Wood Computer Table Office Furniture PC Laptop Workstation,https://i.ebayimg.com/images/g/bqoAAOSwFb9iTqm-/s-l225.jpg,v1|165619704820|465137100929
d8de812ed5d981fc6a3984f4caa2aa05,20,59.99,59.99,sports_leisure,No title,No image URL,No itemId
01c9a70868bec5b748c67fcc26ce5895,16,99.9,110.9,toys,No title,No image URL,No itemId
7c1bd920dbdf22470b68bde975dd3ccf,235,54.99,68.99,health_beauty,NIB SEALED Augustinus Bader The Light Cream 1 oz,https://i.ebayimg.com/images/g/4XgAAOSwjr5msXbr/s-l225.jpg,v1|276591925689|0
a1efe4a86746c22541813e22e1d23e33,19,129.9,169.9,bed_bath_table,Sylvanian Families House Doll Car Furniture Bed Bath Table Etc. Accessories Set,https://i.ebayimg.com/images/g/c0YAAOSwxeBms5BN/s-l225.jpg,v1|405151286258|0
e5eadf9be70a4a9fa514019542fc330a,38,69.9,69.9,home_appliances,No title,No image URL,No itemId
6c81db10f914c4d032b14fa93aa0a818,22,24.99,29.99,fashion_bags_accessories,1-BARBIE Blonde Fashionista Doll Shoes Fashion Bags Accessories Closet,https://i.ebayimg.com/images/g/QgsAAOSwpi9mTuQ1/s-l225.jpg,v1|176390754870|0
9aa9caee155847cddb376a05b9a39791,17,24.99,44.99,telephony,Antique Western Electric WE 5 Conductor Telephone Cable Original,https://i.ebayimg.com/images/g/Me4AAOSwIsFmu~wW/s-l225.jpg,v1|335530062616|0
b3e40ff639c185b9d726b4b19c17e6cd,25,229.99,229.99,cool_stuff,No title,No image URL,No itemId
820e8f306dc9ffcf6d0957516084cca1,18,29.9,38.98,toys,"Bartman The Simpsons 5"" Scale Action Figure Jakks Pacific Kids Toy 2024",https://i.ebayimg.com/images/g/iioAAOSwsd9mu-FS/s-l225.jpg,v1|135192139993|0
57f2bc497c1a3ebe41ba7a06d78ed159,38,54.0,55.0,watches_gifts,No title,No image URL,No itemId
1a758361b1c10b3ffe3d3373332de319,27,42.93,46.99,sports_leisure,LJKT03 Mondettta Sports Leisure Jacket Small,https://i.ebayimg.com/images/g/RVkAAOSweoFmGwDI/s-l225.jpg,v1|176332818895|0
2f13d1dc8b4e1d9d8027be50339546a9,19,105.0,105.0,furniture_decor,No title,No image URL,No itemId
9565229244e9341fb8c8069879cf73cd,19,139.9,149.9,bed_bath_table,No title,No image URL,No itemId
ee6c49af1a2de55aa0e076257ab4ab99,27,119.0,169.9,computers_accessories,"DeLock USB-C 3.1 Docking Station HDMI 4K 30 Hz Gigabit LAN and USB PD, 87721",https://i.ebayimg.com/images/g/4cwAAOSwNAZmWMvl/s-l225.jpg,v1|405007435196|0
ec2d43cc59763ec91694573b31f1c29a,130,39.5,47.9,bed_bath_table,C-Shaped Bathtub Tray Adjustable Table Table Bed Sofa Table Bedroom Tray Desk US,https://i.ebayimg.com/images/g/QZEAAOSwIaJmj-Gc/s-l225.jpg,v1|355862228897|0
2083a6feb4bbb31f6abc92fc24e468c0,26,5.0,7.0,telephony,Vintage Radio Shack Telephone,https://i.ebayimg.com/images/g/EQUAAOSwyBFmu~xD/s-l225.jpg,v1|204939843162|0
679a3e5e1d2bb68982be5734c6e55e63,29,54.4,54.4,home_construction,No title,No image URL,No itemId
09b0d15a8cc9a84e7af7e0225f67dc45,21,67.0,67.0,furniture_decor,No title,No image URL,No itemId
42a2bd596fda1baef5719cb74f73030c,22,79.9,99.9,bed_bath_table,No title,No image URL,No itemId
4724ffa427f315c485e39b02e21859b2,20,12.0,12.0,health_beauty,No title,No image URL,No itemId
b114bf337c0626166abe574eee9e3f32,54,146.94,199.96,office_furniture,"L Shaped 66"" Home Office Furniture Desk with Drawers Gaming Desk with LED Lights",https://i.ebayimg.com/images/g/9GsAAOSwPlhliSuW/s-l225.jpg,v1|315052844084|613531674018
ee5329ffbe604bebcf84b2fd7792024e,17,184.0,233.0,health_beauty,No title,No image URL,No itemId
fca62108387e25005784da2f551466a1,19,249.9,249.9,furniture_decor,No title,No image URL,No itemId
1613b819ab5dae53aead2dbb4ebdb378,68,27.9,29.99,auto,NFL Mystery Hot Pack CHASING C.J. STROUD /17 IMMACULATE TEAM LOGO,https://i.ebayimg.com/images/g/HE4AAOSwMvdmul5V/s-l225.jpg,v1|365062370866|0
0654d3c1e3efc7e7cd9dbde9cb743df2,21,55.0,55.0,garden_tools,No title,No image URL,No itemId
33fac76e7f17367dedaef7954bbb33b4,20,69.0,110.0,health_beauty,No title,No image URL,No itemId
0fa81e7123fd0ebe03adbbe99d912827,23,89.9,119.9,bed_bath_table,No title,No image URL,No itemId
18b0e642cbae7251e60a64aa07dd9eb9,75,22.32,31.9,computers_accessories,Cooling Fan Dual Ball Bearings Ac Plug 110 Volts Computers & Accessories Power,https://i.ebayimg.com/images/g/VN0AAOSwyBJllgb6/s-l225.jpg,v1|404541349154|0
fed5c40c27e1c88560a9e92d82ee0825,20,14.9,19.9,electronics,MINI GAME Anniversary Edition ENTERTAINMENT SYSTEM built-in 620 Classic Games,https://i.ebayimg.com/images/g/iF8AAOSwZM5msFtq/s-l225.jpg,v1|126610057291|0
bc4cd4da98dd128c39bf0b8c2674032f,17,1200.0,1599.99,computers,No title,No image URL,No itemId
4298b7e67dc399c200662b569563a2b2,91,119.0,179.9,computers_accessories,"DeLock USB-C 3.1 Docking Station HDMI 4K 30 Hz Gigabit LAN and USB PD, 87721",https://i.ebayimg.com/images/g/tx0AAOSwqGpmWM9R/s-l225.jpg,v1|116200289783|0
8f8cb7e4a7f16d339f87f8aa2711a003,20,79.9,89.9,toys,No title,No image URL,No itemId
d6aa421b9567e3e2a3a0caf8fb846cbc,16,41.8,44.9,housewares,Signature Housewares 2 Stoneware Coffee Latte Mugs 16 Oz Blue & White  Set MINT,https://i.ebayimg.com/images/g/UisAAOSwMMpmu9Z4/s-l225.jpg,v1|405164626251|0
7b35ccd93a2184646c03b70326626923,22,113.0,179.0,sports_leisure,Verriace Men’s 2023 Sports Leisure Shoes Sz 8.5 Mrsp $159  Quality Leather,https://i.ebayimg.com/images/g/sZsAAOSw9kJmLX2-/s-l225.jpg,v1|126614841959|0
bb42f37fc3d9130e4a4339d24a47dd7c,48,44.9,44.9,bed_bath_table,No title,No image URL,No itemId
7c2d0df8e5fbfa71d54a400b33a8502e,23,76.9,116.0,health_beauty,No title,No image URL,No itemId
f361fccba568fabe00db466f80626d1e,22,12.9,26.89,auto,2023 TOPPS CHROME EZEQUIEL TOVAR RC ROOKIE AUTO COLORADO ROCKIES,https://i.ebayimg.com/images/g/RtkAAOSwUg1muP5s/s-l225.jpg,v1|387286824378|0
2267f81f3634e3fdd5d27151ddad3c26,15,219.0,235.0,cool_stuff,No title,No image URL,No itemId
41c24b8ce92d1a2cac62db5edfd088b2,63,98.0,211.91,watches_gifts,Valentines Romantic His and Hers Analog Wrist Watches Gifts Set for Lovers 2 Set,https://i.ebayimg.com/images/g/1qQAAOSwK~5h6WJP/s-l225.jpg,v1|266010338552|0
738da8ddda2e593acfdc53c2d1520dfa,22,59.9,83.9,musical_instruments,DBX DriveRack RTA Reference Microphone w/ Clip RTA-M Mic PROAUDIOSTAR,https://i.ebayimg.com/images/g/l18AAOSwU4lmoVmd/s-l225.jpg,v1|296624367810|0
3eef0cb94ba82de806bb30ab743c7655,59,79.99,89.99,office_furniture,55 inch G-plus Computer Table Study Desk Office Furniture oak Color Workstation,https://i.ebayimg.com/images/g/q8QAAOSwOpFh785P/s-l225.jpg,v1|313886085565|0
f7a17d2c51d9df89a4f1711c4ac17f33,64,48.9,56.9,housewares,Vintage 1974 Mickey & Minnie Mouse Cheinco Housewares Disney Wastebasket,https://i.ebayimg.com/images/g/1U8AAOSwW-Bmu-3p/s-l225.jpg,v1|126624519006|0
6a1a04054158fe995e1688d8f79605b2,29,59.9,59.9,sports_leisure,No title,No image URL,No itemId
cebff45f1d1558430be0e07ac0df6a68,20,95.9,109.9,auto,SHAWN MICHAELS “HBK” 2011 TOPPS ALLEN AND GINTER AUTOGRAPHS AUTOGRAPH AUTO ,https://i.ebayimg.com/images/g/A0UAAOSwN5pmp8V8/s-l225.jpg,v1|176521262031|0
4f0abfbee7569e43b80f9aaa256a9bf8,18,110.32,110.32,health_beauty,No title,No image URL,No itemId
1d7db62a21ffb4f220d3e8a05fa77e02,17,32.0,32.0,fashion_bags_accessories,No title,No image URL,No itemId
6eb70dfb283dc3f645ed7b03c990dc72,16,54.9,65.0,audio,"4X Audiobank 6.5"" 800 Watts Max Power 4-Way Red Car Audio Stereo Coaxial Speaker",https://i.ebayimg.com/images/g/Zw4AAOSwY5ZiT3Uk/s-l225.jpg,v1|224926456658|0
6bd248f93425ceeb625a8a97e2404112,21,49.8,59.9,stationery,SET OF TWO! Antique Correspondence Secretary PORTFOLIO Letter Writing Folder VTG,https://i.ebayimg.com/images/g/lmsAAOSwOH5l6iBt/s-l225.jpg,v1|276563919064|0
d34c07a2d817ac73f4caf8c574215fed,24,29.99,29.99,telephony,1968 Chattanooga Area South Central Bell Telephone Directory,https://i.ebayimg.com/images/g/8KAAAOSwOLZmsh3e/s-l225.jpg,v1|186615940482|0
4fcb3d9a5f4871e8362dfedbdb02b064,90,143.8,164.9,auto,2023 Bowman Chrome Draft Matt Shaw 1st Prospect Auto Autograph #MS PSA 10 Cubs,https://i.ebayimg.com/images/g/wWYAAOSwwMVmOlSN/s-l225.jpg,v1|186432479592|0
5fb1e24560c31b0eaa1911d4247187ed,17,259.9,299.0,toys,No title,No image URL,No itemId
368c6c730842d78016ad823897a372db,388,49.0,59.9,garden_tools,Craftsman CMCA320C1 20V Cordless Bulb Auger Garden Tool Only ,https://i.ebayimg.com/images/g/K8wAAOSwyARmly5b/s-l225.jpg,v1|256579939408|0
8338cef8355d238f43711dcb9c0657b2,24,45.9,45.9,furniture_decor,No title,No image URL,No itemId
